RegionCODE,GovCODE,Governorate,TypeOfShelter,TypeOfAccess,Condition,Crowded,HouseholdSize,Household
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,11,1
2,1710,Madaba,Mud-House,Rent/Lease,Inadequate/sub-standard,No,7,1
2,1710,Madaba,Mud-House,Rent/Lease,Inadequate/sub-standard,No,9,1
2,1710,Madaba,Mud-House,Rent/Lease,Inadequate/sub-standard,Yes,7,1
2,1710,Madaba,Other,Free,Emergency,Yes,5,1
2,1710,Madaba,Other,Free,Inadequate/sub-standard,No,2,1
2,1710,Madaba,Other,Free,Inadequate/sub-standard,No,3,1
2,1710,Madaba,Other,Rent/Lease,Adequate/standard,No,1,1
2,1710,Madaba,Other,Rent/Lease,Inadequate/sub-standard,No,4,3
2,1710,Madaba,Other,Rent/Lease,Inadequate/sub-standard,Yes,4,1
2,1710,Madaba,Prefab,Rent/Lease,Inadequate/sub-standard,No,4,1
2,1710,Madaba,Tent,N/A,Emergency,Yes,2,1
2,1710,Madaba,Tent,N/A,Emergency,Yes,5,1
2,1710,Madaba,Tent,Free,Emergency,No,2,1
2,1710,Madaba,Tent,Free,Emergency,No,5,1
2,1710,Madaba,Tent,Free,Emergency,No,7,1
2,1710,Madaba,Tent,Free,Emergency,No,9,1
2,1710,Madaba,Tent,Free,Emergency,Yes,2,1
2,1710,Madaba,Tent,Free,Emergency,Yes,5,1
2,1710,Madaba,Tent,Free,Emergency,Yes,6,1
2,1710,Madaba,Tent,Free,Emergency,Yes,7,2
2,1710,Madaba,Tent,Free,Emergency,Yes,8,1
2,1710,Madaba,Tent,Free,Emergency,Yes,10,1
2,1710,Madaba,Tent,Free,Inadequate/sub-standard,No,1,2
2,1710,Madaba,Tent,Free,Inadequate/sub-standard,No,2,1
2,1710,Madaba,Tent,Free,Inadequate/sub-standard,No,3,1
2,1710,Madaba,Tent,Free,Inadequate/sub-standard,No,8,1
2,1710,Madaba,Tent,Free,Inadequate/sub-standard,Yes,2,1
1,1711,Mafraq,Basement,N/A,N/A,No,1,81
1,1711,Mafraq,Basement,N/A,N/A,No,2,32
1,1711,Mafraq,Basement,N/A,N/A,No,3,28
1,1711,Mafraq,Basement,N/A,N/A,No,4,46
1,1711,Mafraq,Basement,N/A,N/A,No,5,27
1,1711,Mafraq,Basement,N/A,N/A,No,6,21
1,1711,Mafraq,Basement,N/A,N/A,No,7,25
1,1711,Mafraq,Basement,N/A,N/A,No,8,9
1,1711,Mafraq,Basement,N/A,N/A,No,9,1
1,1711,Mafraq,Basement,N/A,N/A,No,10,3
1,1711,Mafraq,Basement,N/A,N/A,No,11,3
1,1711,Mafraq,Basement,N/A,N/A,No,12,1
1,1711,Mafraq,Basement,N/A,N/A,No,15,1
1,1711,Mafraq,Basement,N/A,N/A,Yes,1,2
1,1711,Mafraq,Basement,N/A,N/A,Yes,5,1
1,1711,Mafraq,Basement,N/A,N/A,Yes,6,1
1,1711,Mafraq,Basement,Free,Inadequate/sub-standard,No,3,1
1,1711,Mafraq,Basement,Free,Inadequate/sub-standard,Yes,3,1
1,1711,Mafraq,Basement,Rent/Lease,Adequate/standard,No,1,2
1,1711,Mafraq,Basement,Rent/Lease,Adequate/standard,No,3,2
1,1711,Mafraq,Basement,Rent/Lease,Adequate/standard,No,4,3
1,1711,Mafraq,Basement,Rent/Lease,Adequate/standard,No,7,1
1,1711,Mafraq,Basement,Rent/Lease,Adequate/standard,No,9,1
1,1711,Mafraq,Basement,Rent/Lease,Adequate/standard,No,10,1
1,1711,Mafraq,Basement,Rent/Lease,Inadequate/sub-standard,No,1,2
1,1711,Mafraq,Basement,Rent/Lease,Inadequate/sub-standard,No,2,2
1,1711,Mafraq,Basement,Rent/Lease,Inadequate/sub-standard,No,3,1
1,1711,Mafraq,Basement,Rent/Lease,Inadequate/sub-standard,No,4,2
1,1711,Mafraq,Basement,Rent/Lease,Inadequate/sub-standard,No,5,1
1,1711,Mafraq,Basement,Rent/Lease,Inadequate/sub-standard,No,7,1
1,1711,Mafraq,Basement,Rent/Lease,Inadequate/sub-standard,No,10,1
1,1711,Mafraq,Basement,Rent/Lease,Inadequate/sub-standard,Yes,2,1
1,1711,Mafraq,Basement,Rent/Lease,Inadequate/sub-standard,Yes,4,1
1,1711,Mafraq,Basement,Rent/Lease,Inadequate/sub-standard,Yes,5,1
1,1711,Mafraq,Communal Centre,Free,Inadequate/sub-standard,No,2,1
1,1711,Mafraq,Communal Centre,Rent/Lease,Adequate/standard,No,1,3
1,1711,Mafraq,Communal Centre,Rent/Lease,Adequate/standard,No,4,1
1,1711,Mafraq,Communal Centre,Rent/Lease,Inadequate/sub-standard,No,4,1
1,1711,Mafraq,Communal Centre,Rent/Lease,Inadequate/sub-standard,Yes,3,1
1,1711,Mafraq,Communal Centre,Rent/Lease,Inadequate/sub-standard,Yes,7,1
1,1711,Mafraq,Flat/Apartment,N/A,N/A,No,1,1
1,1711,Mafraq,Flat/Apartment,N/A,N/A,No,2,1
1,1711,Mafraq,Flat/Apartment,N/A,Adequate/standard,No,1,1
1,1711,Mafraq,Flat/Apartment,N/A,Adequate/standard,No,3,1
1,1711,Mafraq,Flat/Apartment,N/A,Adequate/standard,No,6,1
1,1711,Mafraq,Flat/Apartment,N/A,Adequate/standard,Yes,6,1
1,1711,Mafraq,Flat/Apartment,N/A,Inadequate/sub-standard,No,3,1
1,1711,Mafraq,Flat/Apartment,N/A,Inadequate/sub-standard,No,5,1
1,1711,Mafraq,Flat/Apartment,N/A,Inadequate/sub-standard,No,8,1
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,No,1,54
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,No,2,15
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,No,3,5
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,No,4,9
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,No,5,3
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,No,6,7
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,No,7,1
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,Yes,1,8
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,Yes,2,5
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,Yes,3,3
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,Yes,5,4
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,Yes,6,3
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,Yes,7,3
1,1711,Mafraq,Flat/Apartment,Free,Adequate/standard,Yes,8,1
1,1711,Mafraq,Flat/Apartment,Free,Emergency,No,8,1
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,No,1,23
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,No,2,4
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,No,3,4
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,No,4,5
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,No,5,2
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,No,6,2
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,No,7,3
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,No,8,2
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,No,9,2
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,No,10,1
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,Yes,1,4
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,Yes,3,1
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,Yes,5,2
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,Yes,6,2
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,Yes,7,1
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,Yes,8,2
1,1711,Mafraq,Flat/Apartment,Free,Inadequate/sub-standard,Yes,10,1
1,1711,Mafraq,Flat/Apartment,Other,Adequate/standard,No,1,1
1,1711,Mafraq,Flat/Apartment,Other,Adequate/standard,No,2,1
1,1711,Mafraq,Flat/Apartment,Owned,Above standard,Yes,1,1
1,1711,Mafraq,Flat/Apartment,Owned,Adequate/standard,No,1,3
1,1711,Mafraq,Flat/Apartment,Owned,Adequate/standard,Yes,1,2
1,1711,Mafraq,Flat/Apartment,Owned,Inadequate/sub-standard,No,1,4
1,1711,Mafraq,Flat/Apartment,Owned,Inadequate/sub-standard,No,5,1
1,1711,Mafraq,Flat/Apartment,Owned,Inadequate/sub-standard,No,6,1
1,1711,Mafraq,Flat/Apartment,Owned,Inadequate/sub-standard,No,7,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,N/A,No,1,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,N/A,No,2,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,N/A,No,3,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,N/A,No,4,2
1,1711,Mafraq,Flat/Apartment,Rent/Lease,N/A,No,6,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Above standard,No,1,5
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Above standard,No,2,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Above standard,No,3,2
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Above standard,No,4,3
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Above standard,No,5,2
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Above standard,No,6,2
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Above standard,No,7,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Above standard,No,8,5
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Above standard,Yes,1,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,No,1,559
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,No,2,270
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,No,3,280
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,No,4,357
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,No,5,313
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,No,6,244
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,No,7,163
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,No,8,85
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,No,9,34
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,No,10,19
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,No,11,8
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,No,12,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,0,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,1,72
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,2,38
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,3,28
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,4,49
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,5,50
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,6,34
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,7,26
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,8,11
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,9,15
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,10,8
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,11,3
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,12,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,No,1,4
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,No,3,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,No,4,2
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,No,5,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,No,6,2
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,No,7,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,No,9,3
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,Yes,1,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,Yes,2,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,Yes,3,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,Yes,5,2
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,Yes,6,3
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,Yes,7,2
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,Yes,9,1
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Emergency,Yes,10,2
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,1,268
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,2,152
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,3,148
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,4,185
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,5,177
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,6,158
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,7,107
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,8,54
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,9,24
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,10,13
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,1,56
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,2,27
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,3,28
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,4,38
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,5,69
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,6,38
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,7,31
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,8,21
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,9,15
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,10,6
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,11,3
1,1711,Mafraq,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,12,2
1,1711,Mafraq,House,Rent/Lease,Above standard,No,8,1
1,1711,Mafraq,House,Rent/Lease,Adequate/standard,No,1,2
1,1711,Mafraq,House,Rent/Lease,Adequate/standard,No,5,2
1,1711,Mafraq,House,Rent/Lease,Inadequate/sub-standard,Yes,7,1
1,1711,Mafraq,Improvised/Self-Made,Free,Inadequate/sub-standard,No,4,1
1,1711,Mafraq,Mud-House,Free,Adequate/standard,No,3,1
1,1711,Mafraq,Mud-House,Rent/Lease,Adequate/standard,No,6,1
1,1711,Mafraq,Mud-House,Rent/Lease,Inadequate/sub-standard,No,1,2
1,1711,Mafraq,Mud-House,Rent/Lease,Inadequate/sub-standard,No,3,1
1,1711,Mafraq,Mud-House,Rent/Lease,Inadequate/sub-standard,No,4,3
1,1711,Mafraq,Mud-House,Rent/Lease,Inadequate/sub-standard,No,6,1
1,1711,Mafraq,Mud-House,Rent/Lease,Inadequate/sub-standard,Yes,2,1
1,1711,Mafraq,Mud-House,Rent/Lease,Inadequate/sub-standard,Yes,5,1
1,1711,Mafraq,Mud-House,Rent/Lease,Inadequate/sub-standard,Yes,6,1
1,1711,Mafraq,Mud-House,Rent/Lease,Inadequate/sub-standard,Yes,8,1
1,1711,Mafraq,No Shelter,Rent/Lease,Adequate/standard,No,1,1
1,1711,Mafraq,Other,Free,Adequate/standard,No,1,1
1,1711,Mafraq,Other,Free,Emergency,No,1,1
1,1711,Mafraq,Other,Free,Emergency,No,2,1
1,1711,Mafraq,Other,Free,Emergency,No,3,1
1,1711,Mafraq,Other,Free,Emergency,Yes,3,1
1,1711,Mafraq,Other,Free,Inadequate/sub-standard,No,1,2
1,1711,Mafraq,Other,Free,Inadequate/sub-standard,Yes,1,1
1,1711,Mafraq,Other,Free,Inadequate/sub-standard,Yes,4,2
1,1711,Mafraq,Other,Free,Inadequate/sub-standard,Yes,5,2
1,1711,Mafraq,Other,Free,Inadequate/sub-standard,Yes,12,1
1,1711,Mafraq,Other,Rent/Lease,Adequate/standard,No,1,2
1,1711,Mafraq,Other,Rent/Lease,Adequate/standard,No,2,1
1,1711,Mafraq,Other,Rent/Lease,Adequate/standard,No,6,1
1,1711,Mafraq,Other,Rent/Lease,Adequate/standard,Yes,1,1
1,1711,Mafraq,Other,Rent/Lease,Adequate/standard,Yes,5,2
1,1711,Mafraq,Other,Rent/Lease,Emergency,No,2,1
1,1711,Mafraq,Other,Rent/Lease,Emergency,Yes,4,1
1,1711,Mafraq,Other,Rent/Lease,Emergency,Yes,7,1
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,No,1,13
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,No,2,7
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,No,3,10
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,No,4,7
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,No,6,1
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,No,7,2
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,No,8,2
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,No,9,1
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,No,10,1
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,Yes,1,1
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,Yes,2,1
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,Yes,3,1
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,Yes,4,3
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,Yes,5,7
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,Yes,6,2
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,Yes,7,4
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,Yes,8,1
1,1711,Mafraq,Other,Rent/Lease,Inadequate/sub-standard,Yes,10,1
1,1711,Mafraq,Prefab,Free,Adequate/standard,No,2,1
1,1711,Mafraq,Prefab,Free,Inadequate/sub-standard,No,2,1
1,1711,Mafraq,Prefab,Rent/Lease,Adequate/standard,No,1,1
1,1711,Mafraq,Prefab,Rent/Lease,Adequate/standard,No,2,1
1,1711,Mafraq,Prefab,Rent/Lease,Adequate/standard,No,4,1
1,1711,Mafraq,Tent,N/A,Emergency,No,4,1
1,1711,Mafraq,Tent,N/A,Emergency,Yes,8,1
1,1711,Mafraq,Tent,Free,N/A,Yes,4,1
1,1711,Mafraq,Tent,Free,Above standard,Yes,6,1
1,1711,Mafraq,Tent,Free,Adequate/standard,No,1,1
1,1711,Mafraq,Tent,Free,Adequate/standard,No,2,1
1,1711,Mafraq,Tent,Free,Adequate/standard,No,3,1
1,1711,Mafraq,Tent,Free,Adequate/standard,Yes,7,1
1,1711,Mafraq,Tent,Free,Emergency,No,1,33
1,1711,Mafraq,Tent,Free,Emergency,No,2,18
1,1711,Mafraq,Tent,Free,Emergency,No,3,27
1,1711,Mafraq,Tent,Free,Emergency,No,4,16
1,1711,Mafraq,Tent,Free,Emergency,No,5,12
1,1711,Mafraq,Tent,Free,Emergency,No,6,6
1,1711,Mafraq,Tent,Free,Emergency,No,7,7
1,1711,Mafraq,Tent,Free,Emergency,No,8,5
1,1711,Mafraq,Tent,Free,Emergency,No,9,9
1,1711,Mafraq,Tent,Free,Emergency,No,10,3
1,1711,Mafraq,Tent,Free,Emergency,No,11,1
1,1711,Mafraq,Tent,Free,Emergency,Yes,1,9
1,1711,Mafraq,Tent,Free,Emergency,Yes,2,4
1,1711,Mafraq,Tent,Free,Emergency,Yes,3,3
1,1711,Mafraq,Tent,Free,Emergency,Yes,4,12
1,1711,Mafraq,Tent,Free,Emergency,Yes,5,15
1,1711,Mafraq,Tent,Free,Emergency,Yes,6,10
1,1711,Mafraq,Tent,Free,Emergency,Yes,7,8
1,1711,Mafraq,Tent,Free,Emergency,Yes,8,7
1,1711,Mafraq,Tent,Free,Emergency,Yes,9,7
1,1711,Mafraq,Tent,Free,Emergency,Yes,10,5
1,1711,Mafraq,Tent,Free,Emergency,Yes,11,3
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,No,1,20
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,No,2,17
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,No,3,20
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,No,4,14
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,No,5,5
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,No,6,4
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,No,7,4
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,No,8,4
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,No,9,2
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,No,11,1
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,Yes,1,11
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,Yes,2,4
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,Yes,3,5
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,Yes,4,5
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,Yes,5,9
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,Yes,6,12
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,Yes,7,11
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,Yes,8,12
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,Yes,9,6
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,Yes,10,5
1,1711,Mafraq,Tent,Free,Inadequate/sub-standard,Yes,13,1
1,1711,Mafraq,Tent,Other,Emergency,No,3,1
1,1711,Mafraq,Tent,Other,Emergency,Yes,1,1
1,1711,Mafraq,Tent,Other,Inadequate/sub-standard,No,1,1
1,1711,Mafraq,Tent,Other,Inadequate/sub-standard,No,7,1
1,1711,Mafraq,Tent,Other,Inadequate/sub-standard,Yes,1,1
1,1711,Mafraq,Tent,Owned,Emergency,No,1,3
1,1711,Mafraq,Tent,Owned,Emergency,No,2,1
1,1711,Mafraq,Tent,Owned,Emergency,No,3,1
1,1711,Mafraq,Tent,Owned,Emergency,No,5,1
1,1711,Mafraq,Tent,Owned,Emergency,No,6,1
1,1711,Mafraq,Tent,Owned,Emergency,No,8,1
1,1711,Mafraq,Tent,Owned,Emergency,Yes,2,2
1,1711,Mafraq,Tent,Owned,Emergency,Yes,3,1
1,1711,Mafraq,Tent,Owned,Emergency,Yes,5,1
1,1711,Mafraq,Tent,Owned,Emergency,Yes,7,1
1,1711,Mafraq,Tent,Owned,Emergency,Yes,8,1
1,1711,Mafraq,Tent,Owned,Emergency,Yes,9,1
1,1711,Mafraq,Tent,Owned,Emergency,Yes,11,1
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,No,1,8
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,No,2,3
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,No,3,3
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,No,4,3
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,No,5,1
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,No,7,1
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,Yes,1,2
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,Yes,2,1
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,Yes,4,1
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,Yes,5,2
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,Yes,6,1
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,Yes,7,2
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,Yes,8,1
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,Yes,9,4
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,Yes,10,1
1,1711,Mafraq,Tent,Owned,Inadequate/sub-standard,Yes,11,1
1,1711,Mafraq,Tent,Rent/Lease,N/A,Yes,5,1
1,1711,Mafraq,Tent,Rent/Lease,Emergency,No,8,1
1,1711,Mafraq,Tent,Rent/Lease,Emergency,Yes,4,1
1,1711,Mafraq,Tent,Rent/Lease,Inadequate/sub-standard,No,1,1
1,1711,Mafraq,Tent,Rent/Lease,Inadequate/sub-standard,No,3,2
1,1711,Mafraq,Tent,Rent/Lease,Inadequate/sub-standard,No,4,2
1,1711,Mafraq,Tent,Rent/Lease,Inadequate/sub-standard,No,6,2
1,1711,Mafraq,Tent,Rent/Lease,Inadequate/sub-standard,No,7,3
1,1711,Mafraq,Tent,Rent/Lease,Inadequate/sub-standard,No,8,1
1,1711,Mafraq,Tent,Rent/Lease,Inadequate/sub-standard,Yes,6,3
1,1711,Mafraq,Tent,Rent/Lease,Inadequate/sub-standard,Yes,8,1
3,1706,Tafeilah,Basement,N/A,N/A,No,1,1
3,1706,Tafeilah,Basement,N/A,N/A,No,7,1
3,1706,Tafeilah,Flat/Apartment,Free,Adequate/standard,No,1,1
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,No,1,5
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,No,2,3
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,No,3,8
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,No,4,4
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,No,5,7
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,No,6,4
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,No,7,2
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,No,8,2
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,No,9,1
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,No,10,1
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,2,1
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,3,1
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,4,2
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,5,1
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,11,1
3,1706,Tafeilah,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,1,5
